Campaign_ID,Week_Start,Week_Date,Campaign_Name,Market,Channel,Spend_USD,Impressions,Reach,Conversions,,Market,Channel,Sum of Spend_USD,Sum of Conversions,Sum of Cost Per Acquisition (CPA),Sum of Reach,Sum of Cost Per Reach (CPR)
Always_OnSASocial,10/4/2023,10/4/2023,Always_On,SA,Social,4584,297873,112134,547,,,,,,,,
Always_OnSADisplay,10/4/2023,10/4/2023,Always_On,SA,Display,1589,386661,69579,46,,,,,,,,
Always_OnSASearch,10/4/2023,10/4/2023,Always_On,SA,Search,3192,34184,30752,1096,,,,,,,,
Always_OnEGYouTube,10/4/2023,10/4/2023,Always_On,EG,YouTube,5035,266647,115232,686,,,,,,,,
Always_OnEGSocial,10/4/2023,10/4/2023,Always_On,EG,Social,3274,294329,102448,380,,,,,,,,
Always_OnEGDisplay,10/4/2023,10/4/2023,Always_On,EG,Display,1715,505555,96369,56,,,,,,,,
Always_OnEGSearch,10/4/2023,10/4/2023,Always_On,EG,Search,3759,48549,42904,1210,,,,,,,,
ExamPrep_23UKYouTube,17/4/2023,17/4/2023,ExamPrep_23,UK,YouTube,17643,1233374,575804,612,,,,,,,,
ExamPrep_23UKSocial,17/4/2023,17/4/2023,ExamPrep_23,UK,Social,15064,1122545,457809,512,,,,,,,,
ExamPrep_23UKDisplay,17/4/2023,17/4/2023,ExamPrep_23,UK,Display,11784,3124463,607661,97,,,,,,,,
ExamPrep_23UKSearch,17/4/2023,17/4/2023,ExamPrep_23,UK,Search,15875,160464,140823,1230,,,,,,,,
ExamPrep_23DEYouTube,17/4/2023,17/4/2023,ExamPrep_23,DE,YouTube,24681,2065770,803226,767,,,,,,,,
ExamPrep_23DESocial,17/4/2023,17/4/2023,ExamPrep_23,DE,Social,20559,1456964,682609,680,,,,,,,,
ExamPrep_23DEDisplay,17/4/2023,17/4/2023,ExamPrep_23,DE,Display,12710,3165391,652708,102,,,,,,,,
ExamPrep_23DESearch,17/4/2023,17/4/2023,ExamPrep_23,DE,Search,21133,261192,222666,1721,,,,,,,,
ExamPrep_23SAYouTube,17/4/2023,17/4/2023,ExamPrep_23,SA,YouTube,15144,983865,360438,1998,,,,,,,,
ExamPrep_23SASocial,17/4/2023,17/4/2023,ExamPrep_23,SA,Social,17144,975844,414908,2261,,,,,,,,
ExamPrep_23SADisplay,17/4/2023,17/4/2023,ExamPrep_23,SA,Display,7133,2016033,375301,207,,,,,,,,
ExamPrep_23SASearch,17/4/2023,17/4/2023,ExamPrep_23,SA,Search,12784,136361,122409,4017,,,,,,,,
ExamPrep_23EGYouTube,17/4/2023,17/4/2023,ExamPrep_23,EG,YouTube,9096,726535,310131,1109,,,,,,,,
ExamPrep_23EGSocial,17/4/2023,17/4/2023,ExamPrep_23,EG,Social,16025,1293396,501662,2198,,,,,,,,
ExamPrep_23EGDisplay,17/4/2023,17/4/2023,ExamPrep_23,EG,Display,10871,3167046,653494,326,,,,,,,,
ExamPrep_23EGSearch,17/4/2023,17/4/2023,ExamPrep_23,EG,Search,10632,144226,126897,3099,,,,,,,,
ExamPrep_23UKYouTube,24/4/2023,24/4/2023,ExamPrep_23,UK,YouTube,23466,1597392,710943,788,,,,,,,,
ExamPrep_23UKSocial,24/4/2023,24/4/2023,ExamPrep_23,UK,Social,11803,638019,297057,377,,,,,,,,
ExamPrep_23UKDisplay,24/4/2023,24/4/2023,ExamPrep_23,UK,Display,8594,1772550,383579,71,,,,,,,,
ExamPrep_23UKSearch,24/4/2023,24/4/2023,ExamPrep_23,UK,Search,22035,281889,241495,1674,,,,,,,,
ExamPrep_23DEYouTube,24/4/2023,24/4/2023,ExamPrep_23,DE,YouTube,15338,1073216,448040,562,,,,,,,,
ExamPrep_23DESocial,24/4/2023,24/4/2023,ExamPrep_23,DE,Social,13480,988508,377056,474,,,,,,,,
ExamPrep_23DEDisplay,24/4/2023,24/4/2023,ExamPrep_23,DE,Display,13550,3291437,585284,110,,,,,,,,
ExamPrep_23DESearch,24/4/2023,24/4/2023,ExamPrep_23,DE,Search,19435,256095,221989,1540,,,,,,,,
ExamPrep_23SAYouTube,24/4/2023,24/4/2023,ExamPrep_23,SA,YouTube,8895,767780,264318,1209,,,,,,,,
ExamPrep_23SASocial,24/4/2023,24/4/2023,ExamPrep_23,SA,Social,7534,560266,191356,910,,,,,,,,
ExamPrep_23SADisplay,24/4/2023,24/4/2023,ExamPrep_23,SA,Display,4770,1268603,229664,163,,,,,,,,
ExamPrep_23SASearch,24/4/2023,24/4/2023,ExamPrep_23,SA,Search,15041,184218,166141,4554,,,,,,,,
ExamPrep_23EGYouTube,24/4/2023,24/4/2023,ExamPrep_23,EG,YouTube,7852,538923,207080,931,,,,,,,,
ExamPrep_23EGSocial,24/4/2023,24/4/2023,ExamPrep_23,EG,Social,15641,1070909,433045,1800,,,,,,,,
ExamPrep_23EGDisplay,24/4/2023,24/4/2023,ExamPrep_23,EG,Display,6690,1360877,284761,199,,,,,,,,
ExamPrep_23EGSearch,24/4/2023,24/4/2023,ExamPrep_23,EG,Search,9737,98814,82684,3205,,,,,,,,
ExamPrep_23UKYouTube,1/5/2023,1/5/2023,ExamPrep_23,UK,YouTube,16723,1016568,484635,508,,,,,,,,
ExamPrep_23UKSocial,1/5/2023,1/5/2023,ExamPrep_23,UK,Social,28580,1819432,697889,929,,,,,,,,
ExamPrep_23UKDisplay,1/5/2023,1/5/2023,ExamPrep_23,UK,Display,13940,4177206,1020650,117,,,,,,,,
ExamPrep_23UKSearch,1/5/2023,1/5/2023,ExamPrep_23,UK,Search,19249,241009,212146,1495,,,,,,,,
ExamPrep_23DEYouTube,1/5/2023,1/5/2023,ExamPrep_23,DE,YouTube,13711,921291,379131,478,,,,,,,,
ExamPrep_23DESocial,1/5/2023,1/5/2023,ExamPrep_23,DE,Social,14107,1102968,544975,460,,,,,,,,
ExamPrep_23DEDisplay,1/5/2023,1/5/2023,ExamPrep_23,DE,Display,12271,3158079,713620,112,,,,,,,,
ExamPrep_23DESearch,1/5/2023,1/5/2023,ExamPrep_23,DE,Search,20828,275987,249117,1670,,,,,,,,
ExamPrep_23SAYouTube,1/5/2023,1/5/2023,ExamPrep_23,SA,YouTube,11326,1008229,491300,1450,,,,,,,,
ExamPrep_23SASocial,1/5/2023,1/5/2023,ExamPrep_23,SA,Social,13772,886977,362193,1786,,,,,,,,
ExamPrep_23SADisplay,1/5/2023,1/5/2023,ExamPrep_23,SA,Display,9053,2229999,464487,269,,,,,,,,
ExamPrep_23SASearch,1/5/2023,1/5/2023,ExamPrep_23,SA,Search,13694,146495,129794,4297,,,,,,,,
ExamPrep_23EGYouTube,1/5/2023,1/5/2023,ExamPrep_23,EG,YouTube,15100,1291585,555195,2019,,,,,,,,
ExamPrep_23EGSocial,1/5/2023,1/5/2023,ExamPrep_23,EG,Social,16583,986843,340982,1906,,,,,,,,
ExamPrep_23EGDisplay,1/5/2023,1/5/2023,ExamPrep_23,EG,Display,6169,1377122,306147,196,,,,,,,,
ExamPrep_23EGSearch,1/5/2023,1/5/2023,ExamPrep_23,EG,Search,10061,136576,123638,2932,,,,,,,,
ExamPrep_23UKYouTube,8/5/2023,8/5/2023,ExamPrep_23,UK,YouTube,12439,915955,443907,412,,,,,,,,
ExamPrep_23UKSocial,8/5/2023,8/5/2023,ExamPrep_23,UK,Social,18963,980295,468773,656,,,,,,,,
ExamPrep_23UKDisplay,8/5/2023,8/5/2023,ExamPrep_23,UK,Display,13967,3207963,716912,124,,,,,,,,
ExamPrep_23UKSearch,8/5/2023,8/5/2023,ExamPrep_23,UK,Search,16234,205383,174045,1457,,,,,,,,
ExamPrep_23DEYouTube,8/5/2023,8/5/2023,ExamPrep_23,DE,YouTube,20949,1713812,710622,750,,,,,,,,
ExamPrep_23DESocial,8/5/2023,8/5/2023,ExamPrep_23,DE,Social,24892,1335043,477129,776,,,,,,,,
ExamPrep_23DEDisplay,8/5/2023,8/5/2023,ExamPrep_23,DE,Display,10033,2873314,525837,87,,,,,,,,
ExamPrep_23DESearch,8/5/2023,8/5/2023,ExamPrep_23,DE,Search,11765,133000,120109,1052,,,,,,,,
ExamPrep_23SAYouTube,8/5/2023,8/5/2023,ExamPrep_23,SA,YouTube,10425,840987,319654,1197,,,,,,,,
ExamPrep_23SASocial,8/5/2023,8/5/2023,ExamPrep_23,SA,Social,13406,1193122,416097,1525,,,,,,,,
ExamPrep_23SADisplay,8/5/2023,8/5/2023,ExamPrep_23,SA,Display,7382,1645995,325556,221,,,,,,,,
ExamPrep_23SASearch,8/5/2023,8/5/2023,ExamPrep_23,SA,Search,10532,150201,126189,3218,,,,,,,,
ExamPrep_23EGYouTube,8/5/2023,8/5/2023,ExamPrep_23,EG,YouTube,10157,763133,274963,1179,,,,,,,,
ExamPrep_23EGSocial,8/5/2023,8/5/2023,ExamPrep_23,EG,Social,8974,734233,264850,1066,,,,,,,,
ExamPrep_23EGDisplay,8/5/2023,8/5/2023,ExamPrep_23,EG,Display,6852,2021560,365256,237,,,,,,,,
ExamPrep_23EGSearch,8/5/2023,8/5/2023,ExamPrep_23,EG,Search,9248,99737,89900,2902,,,,,,,,
ExamPrep_23UKYouTube,15/5/2023,15/5/2023,ExamPrep_23,UK,YouTube,22215,1541981,614402,802,,,,,,,,
ExamPrep_23UKSocial,15/5/2023,15/5/2023,ExamPrep_23,UK,Social,24427,1586804,535290,798,,,,,,,,
ExamPrep_23UKDisplay,15/5/2023,15/5/2023,ExamPrep_23,UK,Display,14633,3296385,715668,118,,,,,,,,
ExamPrep_23UKSearch,15/5/2023,15/5/2023,ExamPrep_23,UK,Search,16078,221962,195375,1266,,,,,,,,
ExamPrep_23DEYouTube,15/5/2023,15/5/2023,ExamPrep_23,DE,YouTube,20810,1543564,542654,710,,,,,,,,
ExamPrep_23DESocial,15/5/2023,15/5/2023,ExamPrep_23,DE,Social,21732,1401455,545996,713,,,,,,,,
ExamPrep_23DEDisplay,15/5/2023,15/5/2023,ExamPrep_23,DE,Display,8844,2523107,564880,78,,,,,,,,
ExamPrep_23DESearch,15/5/2023,15/5/2023,ExamPrep_23,DE,Search,16322,237541,206285,1259,,,,,,,,
ExamPrep_23SAYouTube,15/5/2023,15/5/2023,ExamPrep_23,SA,YouTube,15706,832300,377842,2107,,,,,,,,
ExamPrep_23SASocial,15/5/2023,15/5/2023,ExamPrep_23,SA,Social,7807,484194,164230,959,,,,,,,,
ExamPrep_23SADisplay,15/5/2023,15/5/2023,ExamPrep_23,SA,Display,5260,1313676,229119,161,,,,,,,,
ExamPrep_23SASearch,15/5/2023,15/5/2023,ExamPrep_23,SA,Search,14922,174904,157631,5111,,,,,,,,
ExamPrep_23EGYouTube,15/5/2023,15/5/2023,ExamPrep_23,EG,YouTube,8778,514656,206101,1172,,,,,,,,
ExamPrep_23EGSocial,15/5/2023,15/5/2023,ExamPrep_23,EG,Social,10818,756774,273061,1415,,,,,,,,
ExamPrep_23EGDisplay,15/5/2023,15/5/2023,ExamPrep_23,EG,Display,5989,1650373,291634,205,,,,,,,,
ExamPrep_23EGSearch,15/5/2023,15/5/2023,ExamPrep_23,EG,Search,18833,257902,218605,5745,,,,,,,,
ExamPrep_23UKYouTube,22/5/2023,22/5/2023,ExamPrep_23,UK,YouTube,18067,1145617,413548,656,,,,,,,,
ExamPrep_23UKSocial,22/5/2023,22/5/2023,ExamPrep_23,UK,Social,22019,1502597,599800,743,,,,,,,,
ExamPrep_23UKDisplay,22/5/2023,22/5/2023,ExamPrep_23,UK,Display,14441,2938680,579928,123,,,,,,,,
ExamPrep_23UKSearch,22/5/2023,22/5/2023,ExamPrep_23,UK,Search,20478,235259,196884,1699,,,,,,,,
ExamPrep_23DEYouTube,22/5/2023,22/5/2023,ExamPrep_23,DE,YouTube,22121,1106856,404855,818,,,,,,,,
ExamPrep_23DESocial,22/5/2023,22/5/2023,ExamPrep_23,DE,Social,23404,1774369,755462,754,,,,,,,,
ExamPrep_23DEDisplay,22/5/2023,22/5/2023,ExamPrep_23,DE,Display,10026,2206823,477110,78,,,,,,,,
ExamPrep_23DESearch,22/5/2023,22/5/2023,ExamPrep_23,DE,Search,24416,353805,309909,1924,,,,,,,,
ExamPrep_23SAYouTube,22/5/2023,22/5/2023,ExamPrep_23,SA,YouTube,8624,518428,187727,1094,,,,,,,,
ExamPrep_23SASocial,22/5/2023,22/5/2023,ExamPrep_23,SA,Social,15113,932565,463406,1997,,,,,,,,
ExamPrep_23SADisplay,22/5/2023,22/5/2023,ExamPrep_23,SA,Display,8326,2197292,476403,259,,,,,,,,
ExamPrep_23SASearch,22/5/2023,22/5/2023,ExamPrep_23,SA,Search,16869,227311,196356,4865,,,,,,,,
ExamPrep_23EGYouTube,22/5/2023,22/5/2023,ExamPrep_23,EG,YouTube,12615,860606,294855,1435,,,,,,,,
ExamPrep_23EGSocial,22/5/2023,22/5/2023,ExamPrep_23,EG,Social,8364,418566,155594,1145,,,,,,,,
ExamPrep_23EGDisplay,22/5/2023,22/5/2023,ExamPrep_23,EG,Display,4825,967529,169053,149,,,,,,,,
ExamPrep_23EGSearch,22/5/2023,22/5/2023,ExamPrep_23,EG,Search,10711,113595,95995,3320,,,,,,,,
Always_OnUKYouTube,29/5/2023,29/5/2023,Always_On,UK,YouTube,7521,533990,209715,254,,,,,,,,
Always_OnUKSocial,29/5/2023,29/5/2023,Always_On,UK,Social,5424,301839,140701,169,,,,,,,,
Always_OnUKDisplay,29/5/2023,29/5/2023,Always_On,UK,Display,3703,950442,172359,32,,,,,,,,
Always_OnUKSearch,29/5/2023,29/5/2023,Always_On,UK,Search,7286,84898,76970,558,,,,,,,,
Always_OnDEYouTube,29/5/2023,29/5/2023,Always_On,DE,YouTube,8028,405826,137812,293,,,,,,,,
Always_OnDESocial,29/5/2023,29/5/2023,Always_On,DE,Social,5377,386444,177510,180,,,,,,,,
Always_OnDEDisplay,29/5/2023,29/5/2023,Always_On,DE,Display,3677,1067776,206203,30,,,,,,,,
Always_OnDESearch,29/5/2023,29/5/2023,Always_On,DE,Search,5716,75798,65724,504,,,,,,,,
Always_OnSAYouTube,29/5/2023,29/5/2023,Always_On,SA,YouTube,2089,133020,63269,277,,,,,,,,
Always_OnSASocial,29/5/2023,29/5/2023,Always_On,SA,Social,3539,243625,117905,411,,,,,,,,
Always_OnSADisplay,29/5/2023,29/5/2023,Always_On,SA,Display,2064,415962,98321,68,,,,,,,,
Always_OnSASearch,29/5/2023,29/5/2023,Always_On,SA,Search,2747,34097,30453,854,,,,,,,,
Always_OnEGYouTube,29/5/2023,29/5/2023,Always_On,EG,YouTube,4457,278611,129968,556,,,,,,,,
Always_OnEGSocial,29/5/2023,29/5/2023,Always_On,EG,Social,4410,322097,111209,575,,,,,,,,
Always_OnEGDisplay,29/5/2023,29/5/2023,Always_On,EG,Display,2374,530378,90570,70,,,,,,,,
Always_OnEGSearch,29/5/2023,29/5/2023,Always_On,EG,Search,3217,44850,38666,926,,,,,,,,
Always_OnUKYouTube,5/6/2023,5/6/2023,Always_On,UK,YouTube,7336,412670,185108,264,,,,,,,,
Always_OnUKSocial,5/6/2023,5/6/2023,Always_On,UK,Social,4393,333995,163995,144,,,,,,,,
Always_OnUKDisplay,5/6/2023,5/6/2023,Always_On,UK,Display,2348,689379,160274,18,,,,,,,,
Always_OnUKSearch,5/6/2023,5/6/2023,Always_On,UK,Search,6208,62394,55099,553,,,,,,,,
Always_OnDEYouTube,5/6/2023,5/6/2023,Always_On,DE,YouTube,7422,531250,198018,245,,,,,,,,
Always_OnDESocial,5/6/2023,5/6/2023,Always_On,DE,Social,5133,327193,114894,182,,,,,,,,
Always_OnDEDisplay,5/6/2023,5/6/2023,Always_On,DE,Display,3353,964416,222270,25,,,,,,,,
Always_OnDESearch,5/6/2023,5/6/2023,Always_On,DE,Search,4559,53877,46476,356,,,,,,,,
Always_OnSAYouTube,5/6/2023,5/6/2023,Always_On,SA,YouTube,4175,305550,128903,499,,,,,,,,
Always_OnSASocial,5/6/2023,5/6/2023,Always_On,SA,Social,3992,211486,77428,552,,,,,,,,
Always_OnSADisplay,5/6/2023,5/6/2023,Always_On,SA,Display,1353,376363,67034,39,,,,,,,,
Always_OnSASearch,5/6/2023,5/6/2023,Always_On,SA,Search,4596,67722,57604,1504,,,,,,,,
Always_OnEGYouTube,5/6/2023,5/6/2023,Always_On,EG,YouTube,2040,102863,36615,240,,,,,,,,
Always_OnEGSocial,5/6/2023,5/6/2023,Always_On,EG,Social,2991,230512,79556,341,,,,,,,,
Always_OnEGDisplay,5/6/2023,5/6/2023,Always_On,EG,Display,1484,341978,72474,50,,,,,,,,
Always_OnEGSearch,5/6/2023,5/6/2023,Always_On,EG,Search,3787,48266,41923,1139,,,,,,,,
Always_OnUKYouTube,12/6/2023,12/6/2023,Always_On,UK,YouTube,5711,439895,182062,210,,,,,,,,
Always_OnUKSocial,12/6/2023,12/6/2023,Always_On,UK,Social,4135,262948,117548,135,,,,,,,,
Always_OnUKDisplay,12/6/2023,12/6/2023,Always_On,UK,Display,2722,712507,136563,22,,,,,,,,
Always_OnUKSearch,12/6/2023,12/6/2023,Always_On,UK,Search,5128,52073,45719,403,,,,,,,,
Always_OnDEYouTube,12/6/2023,12/6/2023,Always_On,DE,YouTube,3584,322339,157233,116,,,,,,,,
Always_OnDESocial,12/6/2023,12/6/2023,Always_On,DE,Social,4274,217805,106770,138,,,,,,,,
Always_OnDEDisplay,12/6/2023,12/6/2023,Always_On,DE,Display,2419,637569,156041,18,,,,,,,,
Always_OnDESearch,12/6/2023,12/6/2023,Always_On,DE,Search,3290,39592,33146,294,,,,,,,,
Always_OnSAYouTube,12/6/2023,12/6/2023,Always_On,SA,YouTube,2574,179213,63066,343,,,,,,,,
Always_OnSASocial,12/6/2023,12/6/2023,Always_On,SA,Social,3867,263117,88681,467,,,,,,,,
Always_OnSADisplay,12/6/2023,12/6/2023,Always_On,SA,Display,1716,431789,99946,50,,,,,,,,
Always_OnSASearch,12/6/2023,12/6/2023,Always_On,SA,Search,3452,37912,32800,999,,,,,,,,
Always_OnEGYouTube,12/6/2023,12/6/2023,Always_On,EG,YouTube,4791,241469,81815,645,,,,,,,,
Always_OnEGSocial,12/6/2023,12/6/2023,Always_On,EG,Social,2061,108484,45342,248,,,,,,,,
Always_OnEGDisplay,12/6/2023,12/6/2023,Always_On,EG,Display,1944,523841,89638,55,,,,,,,,
Always_OnEGSearch,12/6/2023,12/6/2023,Always_On,EG,Search,3682,37441,31451,1077,,,,,,,,
Always_OnUKYouTube,19/6/2023,19/6/2023,Always_On,UK,YouTube,6132,438749,205691,190,,,,,,,,
Always_OnUKSocial,19/6/2023,19/6/2023,Always_On,UK,Social,4826,395889,136760,161,,,,,,,,
Always_OnUKDisplay,19/6/2023,19/6/2023,Always_On,UK,Display,2143,476997,118018,16,,,,,,,,
Always_OnUKSearch,19/6/2023,19/6/2023,Always_On,UK,Search,5782,85271,77225,490,,,,,,,,
Always_OnDEYouTube,19/6/2023,19/6/2023,Always_On,DE,YouTube,5361,303761,110478,182,,,,,,,,
Always_OnDESocial,19/6/2023,19/6/2023,Always_On,DE,Social,5019,417269,153283,177,,,,,,,,
Always_OnDEDisplay,19/6/2023,19/6/2023,Always_On,DE,Display,2202,485595,82836,17,,,,,,,,
Always_OnDESearch,19/6/2023,19/6/2023,Always_On,DE,Search,4842,54431,46630,402,,,,,,,,
Always_OnSAYouTube,19/6/2023,19/6/2023,Always_On,SA,YouTube,2596,142759,61924,309,,,,,,,,
Always_OnSASocial,19/6/2023,19/6/2023,Always_On,SA,Social,3371,239353,115038,409,,,,,,,,
Always_OnSADisplay,19/6/2023,19/6/2023,Always_On,SA,Display,1203,277338,67532,38,,,,,,,,
Always_OnSASearch,19/6/2023,19/6/2023,Always_On,SA,Search,4528,54552,49559,1518,,,,,,,,
Always_OnEGYouTube,19/6/2023,19/6/2023,Always_On,EG,YouTube,2470,158003,73116,285,,,,,,,,
Always_OnEGSocial,19/6/2023,19/6/2023,Always_On,EG,Social,4532,360969,142626,531,,,,,,,,
Always_OnEGDisplay,19/6/2023,19/6/2023,Always_On,EG,Display,1877,445494,80792,53,,,,,,,,
Always_OnEGSearch,19/6/2023,19/6/2023,Always_On,EG,Search,2629,32319,28874,762,,,,,,,,
Always_OnUKYouTube,26/6/2023,26/6/2023,Always_On,UK,YouTube,4565,306452,123345,142,,,,,,,,
Always_OnUKSocial,26/6/2023,26/6/2023,Always_On,UK,Social,5076,439454,196030,174,,,,,,,,
Always_OnUKDisplay,26/6/2023,26/6/2023,Always_On,UK,Display,2567,677160,152780,21,,,,,,,,
Always_OnUKSearch,26/6/2023,26/6/2023,Always_On,UK,Search,3810,53389,45708,322,,,,,,,,
Always_OnDEYouTube,26/6/2023,26/6/2023,Always_On,DE,YouTube,6872,596148,241419,250,,,,,,,,
Always_OnDESocial,26/6/2023,26/6/2023,Always_On,DE,Social,4192,314043,125329,151,,,,,,,,
Always_OnDEDisplay,26/6/2023,26/6/2023,Always_On,DE,Display,3339,761583,171104,30,,,,,,,,
Always_OnDESearch,26/6/2023,26/6/2023,Always_On,DE,Search,5940,81469,73507,459,,,,,,,,
Always_OnSAYouTube,26/6/2023,26/6/2023,Always_On,SA,YouTube,3760,229814,85057,438,,,,,,,,
Always_OnSASocial,26/6/2023,26/6/2023,Always_On,SA,Social,3913,337703,131409,504,,,,,,,,
Always_OnSADisplay,26/6/2023,26/6/2023,Always_On,SA,Display,2866,633821,136182,88,,,,,,,,
Always_OnSASearch,26/6/2023,26/6/2023,Always_On,SA,Search,4174,43931,37921,1327,,,,,,,,
Always_OnEGYouTube,26/6/2023,26/6/2023,Always_On,EG,YouTube,3926,321208,122588,452,,,,,,,,
Always_OnEGSocial,26/6/2023,26/6/2023,Always_On,EG,Social,3053,183043,66358,356,,,,,,,,
Always_OnEGDisplay,26/6/2023,26/6/2023,Always_On,EG,Display,1480,413966,75416,49,,,,,,,,
Always_OnEGSearch,26/6/2023,26/6/2023,Always_On,EG,Search,4929,60355,53384,1427,,,,,,,,
Always_OnUKYouTube,3/7/2023,3/7/2023,Always_On,UK,YouTube,4907,415019,184340,165,,,,,,,,
Always_OnUKSocial,3/7/2023,3/7/2023,Always_On,UK,Social,4797,394071,166981,169,,,,,,,,
Always_OnUKDisplay,3/7/2023,3/7/2023,Always_On,UK,Display,3997,972040,199157,34,,,,,,,,
Always_OnUKSearch,3/7/2023,3/7/2023,Always_On,UK,Search,3694,45213,39066,300,,,,,,,,
Always_OnDEYouTube,3/7/2023,3/7/2023,Always_On,DE,YouTube,3439,233900,95646,113,,,,,,,,
Always_OnDESocial,3/7/2023,3/7/2023,Always_On,DE,Social,5991,474415,167986,209,,,,,,,,
Always_OnDEDisplay,3/7/2023,3/7/2023,Always_On,DE,Display,2995,698118,174526,22,,,,,,,,
Always_OnDESearch,3/7/2023,3/7/2023,Always_On,DE,Search,4191,51024,44059,333,,,,,,,,
Always_OnSAYouTube,3/7/2023,3/7/2023,Always_On,SA,YouTube,3175,214195,99277,379,,,,,,,,
Always_OnSASocial,3/7/2023,3/7/2023,Always_On,SA,Social,3585,275709,133174,460,,,,,,,,
Always_OnSADisplay,3/7/2023,3/7/2023,Always_On,SA,Display,2224,447779,97389,68,,,,,,,,
Always_OnSASearch,3/7/2023,3/7/2023,Always_On,SA,Search,2444,25450,22890,727,,,,,,,,
Always_OnEGYouTube,3/7/2023,3/7/2023,Always_On,EG,YouTube,4007,284443,100755,495,,,,,,,,
Always_OnEGSocial,3/7/2023,3/7/2023,Always_On,EG,Social,4607,399649,146485,590,,,,,,,,
Always_OnEGDisplay,3/7/2023,3/7/2023,Always_On,EG,Display,2847,617724,109953,95,,,,,,,,
Always_OnEGSearch,3/7/2023,3/7/2023,Always_On,EG,Search,4040,49338,43117,1168,,,,,,,,
Always_OnUKYouTube,10/7/2023,10/7/2023,Always_On,UK,YouTube,6401,542404,232972,205,,,,,,,,
Always_OnUKSocial,10/7/2023,10/7/2023,Always_On,UK,Social,7316,483318,194866,246,,,,,,,,
Always_OnUKDisplay,10/7/2023,10/7/2023,Always_On,UK,Display,3972,865426,146079,31,,,,,,,,
Always_OnUKSearch,10/7/2023,10/7/2023,Always_On,UK,Search,6900,101088,87134,618,,,,,,,,
Always_OnDEYouTube,10/7/2023,10/7/2023,Always_On,DE,YouTube,3847,288592,102049,136,,,,,,,,
Always_OnDESocial,10/7/2023,10/7/2023,Always_On,DE,Social,3636,324939,147412,116,,,,,,,,
Always_OnDEDisplay,10/7/2023,10/7/2023,Always_On,DE,Display,2020,551419,111202,17,,,,,,,,
Always_OnDESearch,10/7/2023,10/7/2023,Always_On,DE,Search,5141,62775,56632,473,,,,,,,,
Always_OnSAYouTube,10/7/2023,10/7/2023,Always_On,SA,YouTube,4407,255657,126419,541,,,,,,,,
Always_OnSASocial,10/7/2023,10/7/2023,Always_On,SA,Social,3942,276918,100654,522,,,,,,,,
Always_OnSADisplay,10/7/2023,10/7/2023,Always_On,SA,Display,1904,403904,94161,55,,,,,,,,
Always_OnSASearch,10/7/2023,10/7/2023,Always_On,SA,Search,3194,33333,30264,952,,,,,,,,
Always_OnEGYouTube,10/7/2023,10/7/2023,Always_On,EG,YouTube,2387,186392,65231,305,,,,,,,,
Always_OnEGSocial,10/7/2023,10/7/2023,Always_On,EG,Social,4471,360108,129879,619,,,,,,,,
Always_OnEGDisplay,10/7/2023,10/7/2023,Always_On,EG,Display,1990,520333,112976,65,,,,,,,,
Always_OnEGSearch,10/7/2023,10/7/2023,Always_On,EG,Search,3546,36357,30721,1161,,,,,,,,
Always_OnUKYouTube,17/7/2023,17/7/2023,Always_On,UK,YouTube,4659,395331,196889,159,,,,,,,,
Always_OnUKSocial,17/7/2023,17/7/2023,Always_On,UK,Social,2899,171805,76535,90,,,,,,,,
Always_OnUKDisplay,17/7/2023,17/7/2023,Always_On,UK,Display,2849,839498,140587,23,,,,,,,,
Always_OnUKSearch,17/7/2023,17/7/2023,Always_On,UK,Search,6035,66649,60357,501,,,,,,,,
Always_OnDEYouTube,17/7/2023,17/7/2023,Always_On,DE,YouTube,5143,439318,210792,166,,,,,,,,
Always_OnDESocial,17/7/2023,17/7/2023,Always_On,DE,Social,6201,522213,239856,217,,,,,,,,
Always_OnDEDisplay,17/7/2023,17/7/2023,Always_On,DE,Display,2998,829002,160665,25,,,,,,,,
Always_OnDESearch,17/7/2023,17/7/2023,Always_On,DE,Search,5620,79465,70971,455,,,,,,,,
Always_OnSAYouTube,17/7/2023,17/7/2023,Always_On,SA,YouTube,2552,130099,46575,345,,,,,,,,
Always_OnSASocial,17/7/2023,17/7/2023,Always_On,SA,Social,4431,266966,100523,602,,,,,,,,
Always_OnSADisplay,17/7/2023,17/7/2023,Always_On,SA,Display,2437,589716,100352,74,,,,,,,,
Always_OnSASearch,17/7/2023,17/7/2023,Always_On,SA,Search,2170,28754,25942,627,,,,,,,,
Always_OnEGYouTube,17/7/2023,17/7/2023,Always_On,EG,YouTube,4130,293503,141765,560,,,,,,,,
Always_OnEGSocial,17/7/2023,17/7/2023,Always_On,EG,Social,2543,137491,58052,304,,,,,,,,
Always_OnEGDisplay,17/7/2023,17/7/2023,Always_On,EG,Display,1568,339523,71890,53,,,,,,,,
Always_OnEGSearch,17/7/2023,17/7/2023,Always_On,EG,Search,4646,60728,52012,1411,,,,,,,,
Always_OnUKYouTube,24/7/2023,24/7/2023,Always_On,UK,YouTube,5731,329875,110239,198,,,,,,,,
Always_OnUKSocial,24/7/2023,24/7/2023,Always_On,UK,Social,5371,309448,123410,192,,,,,,,,
Always_OnUKDisplay,24/7/2023,24/7/2023,Always_On,UK,Display,3334,904460,196605,25,,,,,,,,
Always_OnUKSearch,24/7/2023,24/7/2023,Always_On,UK,Search,3611,38917,35367,288,,,,,,,,
